city,timestamp,temperature,season
New York,2010-01-01,-0.7152231811080321,winter
New York,2010-01-02,3.070999208278153,winter
New York,2010-01-03,-3.7357694608868086,winter
New York,2010-01-04,-6.891341866690379,winter
New York,2010-01-05,-1.1876716308366557,winter
New York,2010-01-06,-0.6997491190126076,winter
New York,2010-01-07,6.49711091305419,winter
New York,2010-01-08,-2.4461038397373107,winter
New York,2010-01-09,3.420932907078336,winter
New York,2010-01-10,4.814440104997254,winter
New York,2010-01-11,4.580338619276831,winter
New York,2010-01-12,0.7202596074773494,winter
New York,2010-01-13,-10.500659295061446,winter
New York,2010-01-14,4.208570278105446,winter
New York,2010-01-15,-9.937023346443548,winter
New York,2010-01-16,-1.5754578052943502,winter
New York,2010-01-17,7.712691241490884,winter
New York,2010-01-18,5.519728486517095,winter
New York,2010-01-19,2.795114008635835,winter
New York,2010-01-20,-3.1368851815006495,winter
New York,2010-01-21,4.720432539361066,winter
New York,2010-01-22,3.986809174514656,winter
New York,2010-01-23,1.4669450805943343,winter
New York,2010-01-24,-5.534617244105896,winter
New York,2010-01-25,-5.985355011914942,winter
New York,2010-01-26,10.74917802351829,winter
New York,2010-01-27,-6.171686582408858,winter
New York,2010-01-28,-2.8706712883426104,winter
New York,2010-01-29,-4.530732325966332,winter
New York,2010-01-30,2.184526120143092,winter
New York,2010-01-31,-1.3514605611340387,winter
New York,2010-02-01,-1.0616429658532602,winter
New York,2010-02-02,-7.659816911438396,winter
New York,2010-02-03,0.399215325701833,winter
New York,2010-02-04,-3.5040667445796174,winter
New York,2010-02-05,-0.8155691801017523,winter
New York,2010-02-06,1.2962323656700896,winter
New York,2010-02-07,1.699560506816524,winter
New York,2010-02-08,6.652408885532662,winter
New York,2010-02-09,1.0376398993993647,winter
New York,2010-02-10,1.2101271006772842,winter
New York,2010-02-11,-12.548896854449609,winter
New York,2010-02-12,3.3862606789145837,winter
New York,2010-02-13,4.8931994846355185,winter
New York,2010-02-14,-4.29502502549394,winter
New York,2010-02-15,0.7984410017300693,winter
New York,2010-02-16,3.4405928181675867,winter
New York,2010-02-17,-4.514671475833502,winter
New York,2010-02-18,-2.833999104329843,winter
New York,2010-02-19,4.666766341914097,winter
New York,2010-02-20,-1.6379725021913076,winter
New York,2010-02-21,1.7873643317531247,winter
New York,2010-02-22,13.92464845796348,winter
New York,2010-02-23,-3.841303282060969,winter
New York,2010-02-24,3.2333787624558656,winter
New York,2010-02-25,1.697574466468868,winter
New York,2010-02-26,3.6556836333036906,winter
New York,2010-02-27,5.079965308805986,winter
New York,2010-02-28,-0.2235707941892642,winter
New York,2010-03-01,16.065806725802894,spring
New York,2010-03-02,11.554953013965608,spring
New York,2010-03-03,12.523075081419549,spring
New York,2010-03-04,18.014385075838476,spring
New York,2010-03-05,8.724527550911773,spring
New York,2010-03-06,6.486490613397368,spring
New York,2010-03-07,1.2375597822397406,spring
New York,2010-03-08,9.121165913830287,spring
New York,2010-03-09,4.853310944343287,spring
New York,2010-03-10,11.225598810308288,spring
New York,2010-03-11,11.456874438616543,spring
New York,2010-03-12,11.17776263981142,spring
New York,2010-03-13,1.7415116555974137,spring
New York,2010-03-14,17.457378339995522,spring
New York,2010-03-15,10.267521570409736,spring
New York,2010-03-16,0.666265864447876,spring
New York,2010-03-17,13.238575901969448,spring
New York,2010-03-18,13.069883447947921,spring
New York,2010-03-19,3.4775027257334727,spring
New York,2010-03-20,12.08359456283043,spring
New York,2010-03-21,17.78150972549854,spring
New York,2010-03-22,18.77749189276039,spring
New York,2010-03-23,8.829017933505678,spring
New York,2010-03-24,21.4329501950875,spring
New York,2010-03-25,8.711573959153577,spring
New York,2010-03-26,10.26809261820922,spring
New York,2010-03-27,8.440842476361544,spring
New York,2010-03-28,10.046737244785321,spring
New York,2010-03-29,11.195752279415686,spring
New York,2010-03-30,20.294464955560816,spring
New York,2010-03-31,4.832620363236565,spring
New York,2010-04-01,16.366732098142247,spring
New York,2010-04-02,5.773974165634011,spring
New York,2010-04-03,11.274321056068485,spring
New York,2010-04-04,5.723408246564085,spring
New York,2010-04-05,12.112459801604928,spring
New York,2010-04-06,12.031083520896775,spring
New York,2010-04-07,13.889811358253837,spring
New York,2010-04-08,13.92619825873355,spring
New York,2010-04-09,2.9936138198795774,spring
New York,2010-04-10,0.280424252681005,spring
New York,2010-04-11,22.457047246845146,spring
New York,2010-04-12,7.9773656478771695,spring
New York,2010-04-13,12.3458672430184,spring
New York,2010-04-14,6.949002535624387,spring
New York,2010-04-15,-1.1480244221354496,spring
New York,2010-04-16,4.239754995740622,spring
New York,2010-04-17,18.280372651067918,spring
New York,2010-04-18,17.404681944272454,spring
New York,2010-04-19,1.2337017561156287,spring
New York,2010-04-20,23.993873367926895,spring
New York,2010-04-21,3.3617977578248706,spring
New York,2010-04-22,7.6331488774644765,spring
New York,2010-04-23,11.530544663213364,spring
New York,2010-04-24,14.163165137944816,spring
New York,2010-04-25,11.528796841765235,spring
New York,2010-04-26,4.374096352962632,spring
New York,2010-04-27,3.0787089724004355,spring
New York,2010-04-28,13.428524516577076,spring
New York,2010-04-29,7.241074826568786,spring
New York,2010-04-30,14.671213963211205,spring
New York,2010-05-01,10.95656429229973,spring
New York,2010-05-02,6.656797122475034,spring
New York,2010-05-03,12.107284856245293,spring
New York,2010-05-04,6.2912125829885435,spring
New York,2010-05-05,14.354856215306146,spring
New York,2010-05-06,17.469298887887618,spring
New York,2010-05-07,6.6773211606384955,spring
New York,2010-05-08,14.954456012058282,spring
New York,2010-05-09,-4.218845283417769,spring
New York,2010-05-10,-1.6699591302475962,spring
New York,2010-05-11,6.009770424030712,spring
New York,2010-05-12,9.972226999503743,spring
New York,2010-05-13,7.465821009432337,spring
New York,2010-05-14,4.167263283542951,spring
New York,2010-05-15,13.009554668366993,spring
New York,2010-05-16,4.7996669846867945,spring
New York,2010-05-17,14.978200646956399,spring
New York,2010-05-18,14.044621468373737,spring
New York,2010-05-19,16.92236470894258,spring
New York,2010-05-20,18.128822354544024,spring
New York,2010-05-21,15.205833424952715,spring
New York,2010-05-22,17.600793472842184,spring
New York,2010-05-23,16.467323305100557,spring
New York,2010-05-24,10.66199797791234,spring
New York,2010-05-25,0.28697281663378327,spring
New York,2010-05-26,5.596945661619348,spring
New York,2010-05-27,10.034654108146436,spring
New York,2010-05-28,4.4322967221945895,spring
New York,2010-05-29,6.273929951486185,spring
New York,2010-05-30,13.335370233936988,spring
New York,2010-05-31,5.2877896544146905,spring
New York,2010-06-01,21.966781901606417,summer
New York,2010-06-02,15.364347987959707,summer
New York,2010-06-03,28.8957710778278,summer
New York,2010-06-04,25.989710022264262,summer
New York,2010-06-05,33.73836054727038,summer
New York,2010-06-06,17.46469851683948,summer
New York,2010-06-07,26.160927547914888,summer
New York,2010-06-08,19.270827055714687,summer
New York,2010-06-09,14.004276471759901,summer
New York,2010-06-10,29.929612601888515,summer
New York,2010-06-11,25.21343501352629,summer
New York,2010-06-12,31.900133786998417,summer
New York,2010-06-13,13.391457987684777,summer
New York,2010-06-14,21.708926119039223,summer
New York,2010-06-15,31.255073770652682,summer
New York,2010-06-16,24.43475717403779,summer
New York,2010-06-17,18.674648907671866,summer
New York,2010-06-18,25.805450062467198,summer
New York,2010-06-19,36.03406349848139,summer
New York,2010-06-20,17.15192394943369,summer
New York,2010-06-21,19.354148760627293,summer
New York,2010-06-22,27.546069197406517,summer
New York,2010-06-23,27.219748586547325,summer
New York,2010-06-24,27.711670933829858,summer
New York,2010-06-25,31.552140460798174,summer
New York,2010-06-26,23.85416511701612,summer
New York,2010-06-27,33.79955064286594,summer
New York,2010-06-28,26.733104493200806,summer
New York,2010-06-29,25.060672513628592,summer
New York,2010-06-30,25.988103580986902,summer
New York,2010-07-01,29.27040041697497,summer
New York,2010-07-02,29.392468257760168,summer
New York,2010-07-03,29.454659136200192,summer
New York,2010-07-04,27.448309755109804,summer
New York,2010-07-05,31.733830358187078,summer
New York,2010-07-06,21.4630871557353,summer
New York,2010-07-07,16.083038109109147,summer
New York,2010-07-08,26.89067259762501,summer
